OPSNET : Tower Operations : Standard Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"From 01/2020 To 11/2023 | Facility=MCO, ACY, AMA, ANC, APA, ATL, AUS, AVL, BCT, BDL, BED, BFI, BFM, BJC, BKL, BNA, BOS, BTR, BUF, BWI, BZN, CHO, CHS, CID, CMA, CMH, DAL, DCA, DEN, DSM, DTW, EGE, EWR, EYW, FAT, FAY, FDK, FLL, FSD, FSM, FTW, FTY, FXE, GEG, GRB, GRR, GSO, GYY, HEF, HNL, HOU, HPN, HSV, HXD, IAD, IAH, ICT, IFP, IND, INT, ISM, ITO, IXD, JAX, KOA, LAS, LAX, LEX, LFT, LGB, LIH, LIT, LRD, LUK, MAF, MCI, MDW, MEM, MHT, MIA, MKC, MKE, MMU, MOB, MSP, MSY, NEW, OAK, OGG, OMA, OPF, ORD, ORF, PBI, PDK, PIE, PSP, PVU, PWK, RDU, ROA, RST, SAF, SAN, SAT, SAV, SBA, SDL, SEA, SFO, SHV, SJC, SLC, STL, STP, STS, STT, SUS, SWF, TEB, TMB, TPA, TTN, TXK, TYS, UGN, VNY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,,,,
Jul-20,BJC,CO,ANM,WE,Towers with Radar,0,545,"1,248",22,"1,815",0,10,30,1,41,80,102,"6,648",138,"6,968",0,32,286,3,321,"11,425",601,"12,026","20,809","21,171",
Jul-20,BKL,OH,AGL,CE,Federal Contract Tower,7,241,326,6,580,0,7,8,0,15,0,413,"1,361",9,"1,783",0,676,125,3,804,"1,928",0,"1,928","4,291","5,110",
Jul-20,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,"10,322","1,391","1,134",71,"12,918",10,19,128,3,160,0,28,"1,062",185,"1,275",0,275,337,22,634,0,0,0,"14,193","14,987",
Jul-20,BOS,MA,ANE,EN,Towers with Radar,"12,114","3,147",384,4,"15,649",13,42,85,3,143,0,561,177,25,763,0,402,558,30,990,0,0,0,"16,412","17,545",
Jul-20,BTR,LA,ASW,CE,Combined TRACON & Tower with Radar,440,292,965,66,"1,763",1,2,16,2,21,0,16,667,14,697,0,8,79,11,98,235,32,267,"2,727","2,846",
Jul-20,BUF,NY,AEA,CE,Combined TRACON & Tower with Radar,"2,073",641,409,45,"3,168",11,3,14,3,31,0,181,526,29,736,0,102,102,3,207,0,0,0,"3,904","4,142",
Jul-20,BWI,MD,AEA,EN,Towers with Radar,"14,478","1,508",675,57,"16,718",23,10,37,3,73,0,17,177,43,237,0,148,704,118,970,0,0,0,"16,955","17,998",
Jul-20,BZN,MT,ANM,WE,Federal Contract Tower,"1,136","1,030","1,318",59,"3,543",0,0,0,0,0,0,60,"3,175",13,"3,248",0,9,46,0,55,"3,718",42,"3,760","10,551","10,606",
Jul-20,CHO,VA,AEA,EN,Federal Contract Tower,164,"1,372","1,187",127,"2,850",0,0,1,0,1,1,332,"1,850",70,"2,253",0,311,202,88,601,"3,526",714,"4,240","9,343","9,945",
Jul-20,CHS,SC,ASO,ES,Combined TRACON & Tower with Radar,"2,710",785,"1,341",833,"5,669",15,11,32,5,63,1,105,880,64,"1,050",0,18,57,16,91,174,364,538,"7,257","7,411",
Jul-20,CID,IA,ACE,CE,Combined TRACON & Tower with Radar,"1,070",191,497,6,"1,764",0,0,1,0,1,0,17,"1,141",3,"1,161",0,12,21,0,33,"1,335",2,"1,337","4,262","4,296",
Jul-20,CMA,CA,AWP,WE,Towers with Radar,0,254,"1,230",7,"1,491",0,0,350,212,562,0,17,"5,828",7,"5,852",0,0,566,64,630,"8,230",0,"8,230","15,573","16,765",
Jul-20,CMH,OH,AGL,CE,Combined TRACON & Tower with Radar,"4,148","1,088",984,28,"6,248",91,198,131,3,423,0,63,282,11,356,1,464,547,7,"1,019",22,0,22,"6,626","8,068",
Jul-20,DAL,TX,ASW,CE,Towers with Radar,"8,394","2,746","2,680",51,"13,871",9,43,182,1,235,0,100,303,26,429,0,545,518,513,"1,576",0,0,0,"14,300","16,111",
Jul-20,DCA,DC,AEA,EN,Towers with Radar,"9,470",346,117,29,"9,962",13,1,53,12,79,0,2,7,123,132,0,807,"1,362","1,643","3,812",0,0,0,"10,094","13,985",
Jul-20,DEN,CO,ANM,WE,Towers with Radar,"29,529","5,108",135,7,"34,779",2,18,18,1,39,0,30,41,6,77,0,9,54,17,80,0,0,0,"34,856","34,975",
Jul-20,DSM,IA,ACE,CE,Combined TRACON & Tower with Radar,"1,976",180,"1,011",61,"3,228",31,7,53,1,92,1,30,693,17,741,5,333,250,7,595,516,26,542,"4,511","5,198",
Jul-20,DTW,MI,AGL,CE,Towers with Radar,"14,626","2,809",287,1,"17,723",34,50,59,3,146,0,2,88,2,92,0,2,112,8,122,0,0,0,"17,815","18,083",
Jul-20,EGE,CO,ANM,WE,Federal Contract Tower,122,"1,234","1,438",3,"2,797",0,0,0,0,0,0,4,923,210,"1,137",0,0,26,0,26,"1,113",64,"1,177","5,111","5,137",
Jul-20,EWR,NJ,AEA,EN,Towers with Radar,"13,094",845,142,7,"14,088",16,21,38,1,76,1,103,160,43,307,0,120,"2,253","1,227","3,600",0,0,0,"14,395","18,071",
Jul-20,EYW,FL,ASO,ES,Federal Contract Tower,922,276,734,21,"1,953",2,0,2,116,120,1,91,"1,298",4,"1,394",0,79,26,166,271,238,6,244,"3,591","3,982",
Jul-20,FAT,CA,AWP,WE,Combined TRACON & Tower with Radar,"1,136",384,638,235,"2,393",0,0,0,0,0,2,220,"2,353",434,"3,009",0,71,291,4,366,630,124,754,"6,156","6,522",
Jul-20,FAY,NC,ASO,EN,Combined TRACON & Tower with Radar,378,89,458,233,"1,158",0,0,3,4,7,0,21,683,38,742,0,6,124,11,141,"1,145",194,"1,339","3,239","3,387",
Jul-20,FDK,MD,AEA,EN,Federal Contract Tower,0,83,368,10,461,0,0,0,0,0,0,86,"3,102",22,"3,210",0,51,207,151,409,"6,917",14,"6,931","10,602","11,011",
Jul-20,FLL,FL,ASO,ES,Towers with Radar,"10,992","1,321","1,110",25,"13,448",9,7,3,1,20,0,260,315,21,596,0,16,"1,071",41,"1,128",0,0,0,"14,044","15,192",
Jul-20,FSD,SD,AGL,CE,Combined TRACON & Tower with Radar,959,"1,199","1,036",217,"3,411",4,4,6,1,15,0,114,798,15,927,0,367,139,4,510,480,108,588,"4,926","5,451",
Jul-20,FSM,AR,ASW,ES,Combined TRACON & Tower with Radar,2,255,455,174,886,0,1,5,2,8,0,23,689,36,748,8,100,38,0,146,758,94,852,"2,486","2,640",
Jul-20,FTW,TX,ASW,CE,Towers with Radar,5,533,"1,771",40,"2,349",20,23,43,20,106,0,109,"3,005",16,"3,130",0,240,420,17,677,"5,901",12,"5,913","11,392","12,175",
Jul-20,FTY,GA,ASO,ES,Federal Contract Tower,0,229,893,0,"1,122",0,0,4,0,4,0,36,"1,279",0,"1,315",0,0,572,2,574,"2,983",23,"3,006","5,443","6,021",
Jul-20,FXE,FL,ASO,ES,Towers with Radar,0,903,"2,787",0,"3,690",8,8,75,0,91,0,337,"5,818",8,"6,163",0,14,392,2,408,"5,939",0,"5,939","15,792","16,291",
Jul-20,GEG,WA,ANM,WE,Combined TRACON & Tower with Radar,"2,771",741,318,115,"3,945",5,81,56,501,643,4,13,319,63,399,0,161,393,323,877,590,192,782,"5,126","6,646",
Jul-20,GRB,WI,AGL,CE,Combined TRACON & Tower with Radar,436,327,763,35,"1,561",0,3,3,0,6,1,2,"1,105",4,"1,112",0,28,45,0,73,200,0,200,"2,873","2,952",
Jul-20,GRR,MI,AGL,CE,Towers with Radar,"2,161",421,"1,106",36,"3,724",2,1,2,0,5,7,56,895,13,971,0,5,61,3,69,664,28,692,"5,387","5,461",
Jul-20,GSO,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,391",885,"1,082",71,"3,429",4,1,16,0,21,12,14,"1,135",19,"1,180",0,3,48,1,52,"1,574",36,"1,610","6,219","6,292",
Jul-20,GYY,IN,AGL,CE,Federal Contract Tower,12,143,482,17,654,0,0,1,0,1,0,25,589,35,649,0,6,367,12,385,786,110,896,"2,199","2,585",
Jul-20,HEF,VA,AEA,EN,Towers with Radar,0,345,929,88,"1,362",0,0,1,3,4,0,687,"2,297",115,"3,099",0,25,39,43,107,"3,524",22,"3,546","8,007","8,118",
Jul-20,HNL,HI,AWP,WE,Towers with Radar,"7,041","2,321",538,706,"10,606",0,0,4,1,5,0,"1,346","1,769",133,"3,248",0,30,0,8,38,15,0,15,"13,869","13,912",
Jul-20,HOU,TX,ASW,CE,Towers with Radar,"7,119","1,443","2,136",6,"10,704",8,10,28,4,50,0,67,789,21,877,0,821,426,96,"1,343",0,0,0,"11,581","12,974",
Jul-20,HPN,NY,AEA,EN,Towers with Radar,184,"2,650","2,011",0,"4,845",6,3,8,0,17,0,652,"2,889",2,"3,543",0,21,202,2,225,"1,196",0,"1,196","9,584","9,826",
Jul-20,HSV,AL,ASO,ES,Combined TRACON & Tower with Radar,793,363,556,570,"2,282",0,1,13,5,19,0,0,"1,238",166,"1,404",0,14,53,20,87,474,580,"1,054","4,740","4,846",
Jul-20,HXD,SC,ASO,ES,Federal Contract Tower,349,352,801,20,"1,522",0,0,25,0,25,0,19,"1,396",32,"1,447",0,0,75,88,163,226,18,244,"3,213","3,401",
Jul-20,IAD,VA,AEA,EN,Towers with Radar,"6,875","4,207","1,290",18,"12,390",8,15,19,5,47,0,22,113,12,147,0,149,226,86,461,0,0,0,"12,537","13,045",
Jul-20,IAH,TX,ASW,CE,Towers with Radar,"13,332","3,343",377,4,"17,056",17,11,10,1,39,0,29,91,8,128,0,66,267,41,374,0,0,0,"17,184","17,597",
Jul-20,ICT,KS,ACE,CE,Combined TRACON & Tower with Radar,"1,140","1,002","1,458","1,098","4,698",1,8,9,58,76,4,109,"1,025",91,"1,229",0,71,127,2,200,828,488,"1,316","7,243","7,519",
Jul-20,IFP,AZ,AWP,WE,Federal Contract Tower,77,8,22,6,113,0,0,0,0,0,0,165,311,18,494,0,19,16,4,39,92,24,116,723,762,
Jul-20,IND,IN,AGL,CE,Combined TRACON & Tower with Radar,"7,817","1,138",802,45,"9,802",1,26,74,0,101,0,"3,219",167,15,"3,401",0,46,175,9,230,0,0,0,"13,203","13,534",
Jul-20,INT,NC,ASO,ES,Federal Contract Tower,2,265,342,5,614,0,2,2,0,4,0,107,"1,156",18,"1,281",0,249,94,2,345,"1,565",10,"1,575","3,470","3,819",
Jul-20,ISM,FL,ASO,ES,Federal Contract Tower,0,90,"1,672",20,"1,782",0,0,0,0,0,0,92,"2,891",3,"2,986",0,96,"2,177",0,"2,273","4,962",0,"4,962","9,730","12,003",
Jul-20,ITO,HI,AWP,WE,Combined TRACON & Tower with Radar,963,203,60,85,"1,311",0,0,0,0,0,0,33,149,56,238,0,1,3,9,13,154,105,259,"1,808","1,821",
Jul-20,IXD,KS,ACE,CE,Federal Contract Tower,0,179,477,29,685,0,0,26,0,26,0,52,"1,932",110,"2,094",0,10,236,6,252,"4,608",40,"4,648","7,427","7,705",
Jul-20,JAX,FL,ASO,ES,Combined TRACON & Tower with Radar,"3,144",531,670,294,"4,639",24,46,182,7,259,1,57,167,72,297,0,64,105,7,176,66,178,244,"5,180","5,615",
Jul-20,KOA,HI,AWP,WE,Federal Contract Tower,"1,236",125,120,159,"1,640",0,0,0,0,0,0,465,903,77,"1,445",0,1,20,3,24,"4,004",196,"4,200","7,285","7,309",
Jul-20,LAS,NV,AWP,WE,Towers with Radar,"18,221","1,858","1,716",861,"22,656",5,63,157,4,229,4,"3,050",454,27,"3,535",0,"1,111",705,8,"1,824",0,0,0,"26,191","28,244",
Jul-20,LAX,CA,AWP,WE,Towers with Radar,"24,552","1,631",738,3,"26,924",12,7,7,0,26,0,4,98,27,129,0,13,"1,150",114,"1,277",0,0,0,"27,053","28,356",
Jul-20,LEX,KY,ASO,CE,Combined TRACON & Tower with Radar,600,828,"1,336",33,"2,797",0,0,0,0,0,0,117,"1,794",54,"1,965",0,23,22,15,60,915,36,951,"5,713","5,773",
Jul-20,LFT,LA,ASW,CE,Combined TRACON & Tower with Radar,174,429,530,25,"1,158",0,3,0,0,3,0,428,628,7,"1,063",0,44,76,1,121,326,4,330,"2,551","2,675",
Jul-20,LGB,CA,AWP,WE,Towers with Radar,"1,150",217,"2,362",55,"3,784",0,1,20,0,21,0,278,"6,424",29,"6,731",0,3,"1,033",43,"1,079","14,425",0,"14,425","24,940","26,040",
Jul-20,LIH,HI,AWP,WE,Federal Contract Tower,848,276,77,115,"1,316",0,0,0,0,0,0,269,211,44,524,0,1,0,2,3,281,40,321,"2,161","2,164",
Jul-20,LIT,AR,ASW,ES,Combined TRACON & Tower with Radar,"1,283",484,"1,431",362,"3,560",17,12,22,13,64,0,160,"1,088",72,"1,320",0,360,198,15,573,279,258,537,"5,417","6,054",
Jul-20,LRD,TX,ASW,CE,Federal Contract Tower,230,462,291,620,"1,603",0,1,8,0,9,2,83,437,161,683,0,4,80,64,148,170,"1,706","1,876","4,162","4,319",
Jul-20,LUK,OH,ASO,CE,Federal Contract Tower,0,743,"1,580",6,"2,329",0,6,15,0,21,0,136,"2,671",12,"2,819",0,303,176,0,479,"3,676",0,"3,676","8,824","9,324",
Jul-20,MAF,TX,ASW,CE,Combined TRACON & Tower with Radar,868,389,836,512,"2,605",0,13,36,3,52,0,7,695,103,805,0,40,373,2,415,398,676,"1,074","4,484","4,951",
Jul-20,MCI,MO,ACE,CE,Combined TRACON & Tower with Radar,"5,416",96,156,68,"5,736",8,11,10,12,41,1,30,124,25,180,0,1,189,27,217,80,0,80,"5,996","6,254",
Jul-20,MCO,FL,ASO,ES,Towers with Radar,"16,049",710,595,9,"17,363",24,0,0,0,24,0,21,86,13,120,0,6,25,0,31,0,0,0,"17,483","17,538",
Jul-20,MDW,IL,AGL,CE,Towers with Radar,"11,252","1,585","1,007",4,"13,848",4,11,6,0,21,1,105,993,30,"1,129",0,140,176,14,330,0,0,0,"14,977","15,328",
Jul-20,MEM,TN,ASO,ES,Towers with Radar,"15,034",832,866,77,"16,809",28,5,13,0,46,0,13,148,19,180,0,104,208,1,313,0,0,0,"16,989","17,348",
Jul-20,MHT,NH,ANE,EN,Towers with Radar,"1,129",777,662,57,"2,625",2,10,84,3,99,0,114,439,5,558,0,9,317,5,331,224,0,224,"3,407","3,837",
Jul-20,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"15,221","1,952",371,65,"17,609",6,3,1,1,11,0,28,106,8,142,0,6,484,24,514,0,0,0,"17,751","18,276",
Jul-20,MKC,MO,ACE,CE,Towers with Radar,14,"1,045","1,159",22,"2,240",3,0,3,0,6,2,216,"2,371",60,"2,649",0,96,563,15,674,"1,656",6,"1,662","6,551","7,231",
Jul-20,MKE,WI,AGL,CE,Combined TRACON & Tower with Radar,"3,123","1,568",408,123,"5,222",1,17,40,2,60,0,45,350,11,406,0,19,171,7,197,0,0,0,"5,628","5,885",
Jul-20,MMU,NJ,AEA,EN,Towers with Radar,4,673,933,10,"1,620",2,128,168,1,299,0,20,"1,484",9,"1,513",0,9,386,0,395,"3,142",0,"3,142","6,275","6,969",
Jul-20,MOB,AL,ASO,CE,Combined TRACON & Tower with Radar,248,435,240,"1,911","2,834",35,19,54,75,183,0,29,224,809,"1,062",0,25,38,34,97,90,256,346,"4,242","4,522",
Jul-20,MSP,MN,AGL,CE,Towers with Radar,"14,897","2,491",393,227,"18,008",9,36,168,2,215,0,0,49,18,67,0,259,164,16,439,0,0,0,"18,075","18,729",
Jul-20,MSY,LA,ASW,CE,Combined TRACON & Tower with Radar,"4,744",340,606,33,"5,723",10,10,18,7,45,0,165,136,15,316,0,268,186,85,539,0,0,0,"6,039","6,623",
Jul-20,NEW,LA,ASW,CE,Towers with Radar,0,28,493,20,541,13,2,7,2,24,0,69,915,33,"1,017",0,22,68,20,110,"1,648",32,"1,680","3,238","3,372",
Jul-20,OAK,CA,AWP,WE,Towers with Radar,"7,062","1,662",853,6,"9,583",4,46,133,0,183,1,208,"1,542",16,"1,767",0,91,959,20,"1,070","2,985",28,"3,013","14,363","15,616",
Jul-20,OGG,HI,AWP,WE,Towers with Radar,"1,442",231,113,58,"1,844",0,0,0,0,0,0,"1,525",583,51,"2,159",0,6,8,10,24,947,6,953,"4,956","4,980",
Jul-20,OMA,NE,ACE,CE,Towers with Radar,"2,859","1,134",995,102,"5,090",1,0,3,0,4,0,35,567,10,612,0,117,123,7,247,722,0,722,"6,424","6,675",
Jul-20,OPF,FL,ASO,ES,Federal Contract Tower,4,944,"2,879",140,"3,967",0,2,2,0,4,0,85,"2,996",314,"3,395",0,2,539,4,545,"3,581",250,"3,831","11,193","11,742",
Jul-20,ORD,IL,AGL,CE,Towers with Radar,"32,439","8,707",150,2,"41,298",18,54,2,0,74,0,1,67,0,68,0,14,56,0,70,0,0,0,"41,366","41,510",
Jul-20,ORF,VA,AEA,EN,Combined TRACON & Tower with Radar,"2,199",538,767,36,"3,540",24,2,9,193,228,0,4,526,5,535,0,1,30,56,87,4,0,4,"4,079","4,394",
Jul-20,PBI,FL,ASO,ES,Combined TRACON & Tower with Radar,"2,053","1,889","2,182",25,"6,149",3,1,15,1,20,0,107,"1,162",21,"1,290",0,64,470,13,547,44,0,44,"7,483","8,050",
Jul-20,PDK,GA,ASO,ES,Towers with Radar,5,"1,404","2,934",11,"4,354",0,1,17,16,34,0,91,"3,703",7,"3,801",0,49,498,25,572,"4,036",0,"4,036","12,191","12,797",
Jul-20,PIE,FL,ASO,ES,Towers with Radar,"1,309",315,"1,666",150,"3,440",4,3,53,0,60,0,14,"1,611",420,"2,045",2,13,441,46,502,"5,074",459,"5,533","11,018","11,580",
Jul-20,PSP,CA,AWP,WE,Towers with Radar,609,240,185,21,"1,055",0,3,0,1,4,20,43,444,38,545,0,57,114,2,173,46,0,46,"1,646","1,823",
Jul-20,PVU,UT,ANM,WE,Federal Contract Tower,84,142,980,3,"1,209",0,1,4,0,5,0,5,"3,506",2,"3,513",0,224,233,7,464,"6,416",18,"6,434","11,156","11,625",
Jul-20,PWK,IL,AGL,CE,Towers with Radar,1,"1,322","1,562",0,"2,885",0,3,1,1,5,0,42,"2,776",14,"2,832",0,1,79,0,80,"3,324",0,"3,324","9,041","9,126",
Jul-20,RDU,NC,ASO,EN,Combined TRACON & Tower with Radar,"4,633",770,"1,757",107,"7,267",5,3,3,0,11,0,12,"2,539",160,"2,711",0,16,43,13,72,215,0,215,"10,193","10,276",
Jul-20,ROA,VA,AEA,EN,Combined TRACON & Tower with Radar,305,619,437,45,"1,406",1,5,4,2,12,0,20,824,51,895,0,30,35,20,85,854,42,896,"3,197","3,294",
Jul-20,RST,MN,AGL,CE,Combined TRACON & Tower with Radar,66,588,"1,062",217,"1,933",0,9,8,2,19,0,39,"1,152",22,"1,213",0,69,94,0,163,"1,531",494,"2,025","5,171","5,353",
Jul-20,SAF,NM,ASW,CE,Federal Contract Tower,212,281,463,38,994,0,0,0,0,0,0,46,"1,077",114,"1,237",0,48,20,2,70,"1,837",88,"1,925","4,156","4,226",
Jul-20,SAN,CA,AWP,WE,Towers with Radar,"8,758",902,517,37,"10,214",3,3,2,9,17,0,9,134,59,202,0,98,"1,609","1,142","2,849",0,0,0,"10,416","13,282",
Jul-20,SAT,TX,ASW,CE,Combined TRACON & Tower with Radar,"3,622","1,068","1,786",393,"6,869",8,4,19,7,38,0,331,"1,000",81,"1,412",0,202,539,108,849,2,0,2,"8,283","9,170",
Jul-20,SAV,GA,ASO,ES,Combined TRACON & Tower with Radar,"1,707",916,"1,603",248,"4,474",7,0,5,7,19,0,88,"1,448",35,"1,571",0,78,47,10,135,"1,465",83,"1,548","7,593","7,747",
Jul-20,SBA,CA,AWP,WE,Combined TRACON & Tower with Radar,551,719,"1,391",54,"2,715",5,2,4,0,11,0,58,"2,504",60,"2,622",0,31,95,2,128,"3,964",28,"3,992","9,329","9,468",
Jul-20,SDL,AZ,AWP,CE,Towers with Radar,0,"1,314","2,103",8,"3,425",0,2,2,0,4,4,397,"4,155",15,"4,571",0,300,323,4,627,"7,398",0,"7,398","15,394","16,025",
Jul-20,SEA,WA,ANM,WE,Towers with Radar,"22,581",314,70,10,"22,975",16,27,24,1,68,0,55,186,7,248,0,16,114,7,137,0,0,0,"23,223","23,428",
Jul-20,SFO,CA,AWP,WE,Towers with Radar,"13,580","1,919",310,32,"15,841",24,1,3,0,28,0,65,58,195,318,0,38,369,9,416,0,0,0,"16,159","16,603",
Jul-20,SHV,LA,ASW,CE,Combined TRACON & Tower with Radar,443,602,412,45,"1,502",1,0,8,0,9,0,37,433,28,498,0,60,63,5,128,496,18,514,"2,514","2,651",
Jul-20,SJC,CA,AWP,WE,Towers with Radar,"5,809","1,266",875,2,"7,952",3,128,177,9,317,0,36,995,1,"1,032",0,138,636,73,847,504,0,504,"9,488","10,652",
Jul-20,SLC,UT,ANM,WE,Towers with Radar,"14,701","3,091","1,939",110,"19,841",2,5,19,0,26,0,421,"2,584",121,"3,126",2,252,"1,079",261,"1,594",496,6,502,"23,469","25,089",
Jul-20,STL,MO,ACE,CE,Towers with Radar,"8,903","1,805",290,73,"11,071",5,69,106,3,183,0,61,97,55,213,0,46,184,0,230,0,0,0,"11,284","11,697",
Jul-20,STP,MN,AGL,CE,Towers with Radar,0,247,875,22,"1,144",0,1,17,0,18,0,25,522,36,583,0,52,173,6,231,640,25,665,"2,392","2,641",
Jul-20,STS,CA,AWP,WE,Towers with Radar,347,226,468,15,"1,056",0,0,0,0,0,0,273,"2,234",47,"2,554",0,55,82,0,137,"1,984",12,"1,996","5,606","5,743",
Jul-20,STT,VI,ASO,ES,Towers with Radar,628,468,225,1,"1,322",0,2,0,0,2,0,"1,353",587,3,"1,943",0,181,12,1,194,340,0,340,"3,605","3,801",
Jul-20,SUS,MO,ACE,CE,Towers with Radar,2,683,"1,456",63,"2,204",0,3,24,0,27,0,42,"2,255",23,"2,320",0,14,187,25,226,"2,744",10,"2,754","7,278","7,531",
Jul-20,SWF,NY,AEA,EN,Federal Contract Tower,228,254,437,140,"1,059",0,0,31,0,31,0,42,911,129,"1,082",0,12,313,1,326,612,210,822,"2,963","3,320",
Jul-20,TEB,NJ,AEA,EN,Towers with Radar,2,"2,763","2,018",3,"4,786","4,807",192,54,3,"5,056",0,347,511,3,861,3,36,199,1,239,0,0,0,"5,647","10,942",
Jul-20,TMB,FL,ASO,ES,Towers with Radar,0,184,"1,732",26,"1,942",8,3,2,0,13,0,25,"5,664",9,"5,698",0,3,159,2,164,"6,473",0,"6,473","14,113","14,290",
Jul-20,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,"9,008","1,084","1,097",65,"11,254",60,8,36,4,108,0,26,507,18,551,0,31,549,52,632,0,0,0,"11,805","12,545",
Jul-20,TTN,NJ,AEA,EN,Federal Contract Tower,133,238,711,4,"1,086",0,0,4,0,4,0,3,"3,361",6,"3,370",0,0,195,1,196,"4,311",0,"4,311","8,767","8,967",
Jul-20,TXK,AR,ASW,CE,Federal Contract Tower,0,188,436,47,671,2,17,46,4,69,0,159,708,52,919,0,106,87,20,213,"1,644",90,"1,734","3,324","3,606",
Jul-20,TYS,TN,ASO,ES,Combined TRACON & Tower with Radar,"1,327","1,298","1,908",661,"5,194",0,0,1,0,1,0,27,"1,320",156,"1,503",0,5,10,0,15,"1,978",442,"2,420","9,117","9,133",
Jul-20,UGN,IL,AGL,CE,Federal Contract Tower,0,223,466,12,701,0,0,6,0,6,0,99,"3,096",39,"3,234",0,0,344,10,354,"2,250",0,"2,250","6,185","6,545",
Jul-20,VNY,CA,AWP,WE,Towers with Radar,6,"2,038","2,626",1,"4,671","1,182",488,363,6,"2,039",0,48,"8,069",17,"8,134",1,31,"1,598",39,"1,669","9,018",0,"9,018","21,823","25,531",
Aug-20,ACY,NJ,AEA,EN,Combined TRACON & Tower with Radar,293,343,701,886,"2,223",1,0,6,3,10,0,28,822,416,"1,266",0,2,72,10,84,412,846,"1,258","4,747","4,841",
Aug-20,AMA,TX,ASW,CE,Combined TRACON & Tower with Radar,456,428,521,624,"2,029",1,1,13,1,16,0,17,341,125,483,0,33,209,42,284,244,874,"1,118","3,630","3,930",
Aug-20,ANC,AK,AAL,WE,Towers with Radar,"10,268","2,853","1,265",256,"14,642",50,23,104,376,553,6,"2,762","9,228",73,"12,069",0,78,366,41,485,"1,126",0,"1,126","27,837","28,875",
Aug-20,APA,CO,ANM,WE,Towers with Radar,5,"2,554","3,559",206,"6,324",0,2,7,3,12,0,"1,731","9,298",157,"11,186",0,87,340,23,450,"17,891",159,"18,050","35,560","36,022",
Aug-20,ATL,GA,ASO,ES,Towers with Radar,"43,173","3,969",139,14,"47,295",38,15,50,2,105,0,3,92,1,96,0,19,149,127,295,0,0,0,"47,391","47,791",
Aug-20,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,"6,550","1,209","1,757",234,"9,750",0,0,0,0,0,0,22,"1,464",300,"1,786",0,0,0,0,0,0,0,0,"11,536","11,536",
Aug-20,AVL,NC,ASO,ES,Combined TRACON & Tower with Radar,870,677,"1,384",97,"3,028",1,1,2,1,5,6,15,780,49,850,0,71,12,7,90,"1,132",20,"1,152","5,030","5,125",
Aug-20,BCT,FL,ASO,ES,Federal Contract Tower,0,519,792,1,"1,312",0,0,2,0,2,0,5,"1,448",2,"1,455",0,2,"1,312",36,"1,350","2,024",6,"2,030","4,797","6,149",
Aug-20,BDL,CT,ANE,EN,Towers with Radar,"2,907",629,676,116,"4,328",3,3,60,10,76,0,16,367,168,551,0,16,347,7,370,196,51,247,"5,126","5,572",
Aug-20,BED,MA,ANE,EN,Towers with Radar,12,"1,457","1,581",13,"3,063",0,5,15,0,20,0,276,"3,166",10,"3,452",0,41,470,3,514,"4,608",0,"4,608","11,123","11,657",
Aug-20,BFI,WA,ANM,WE,Towers with Radar,530,"1,454","2,047",60,"4,091",125,20,163,0,308,0,534,"5,430",31,"5,995",0,571,965,14,"1,550","4,779",4,"4,783","14,869","16,727",
Aug-20,BFM,AL,ASO,CE,Federal Contract Tower,168,123,273,351,915,18,0,5,9,32,0,53,275,359,687,0,92,52,132,276,230,"1,556","1,786","3,388","3,696",
Aug-20,BJC,CO,ANM,WE,Towers with Radar,0,700,"1,336",23,"2,059",0,8,63,1,72,344,93,"6,724",102,"7,263",5,37,253,5,300,"11,976",385,"12,361","21,683","22,055",
Aug-20,BKL,OH,AGL,CE,Federal Contract Tower,19,320,405,22,766,0,6,2,0,8,0,354,"1,158",41,"1,553",0,587,149,3,739,"1,416",0,"1,416","3,735","4,482",
Aug-20,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,"10,979","1,463","1,258",88,"13,788",10,39,127,4,180,0,57,"1,071",217,"1,345",0,256,380,24,660,0,0,0,"15,133","15,973",
Aug-20,BOS,MA,ANE,EN,Towers with Radar,"11,264","3,182",466,17,"14,929",5,55,70,3,133,0,704,172,35,911,0,566,645,23,"1,234",0,0,0,"15,840","17,207",
Aug-20,BTR,LA,ASW,CE,Combined TRACON & Tower with Radar,497,304,795,44,"1,640",0,1,8,2,11,0,9,917,30,956,0,8,113,25,146,192,22,214,"2,810","2,967",
Aug-20,BUF,NY,AEA,CE,Combined TRACON & Tower with Radar,"2,025",640,432,33,"3,130",9,2,12,0,23,0,172,639,26,837,0,84,128,2,214,0,0,0,"3,967","4,204",
Aug-20,BWI,MD,AEA,EN,Towers with Radar,"14,084","1,499",643,59,"16,285",22,5,35,1,63,0,22,187,29,238,0,140,699,168,"1,007",0,0,0,"16,523","17,593",
